,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
3437,Boston College,1.0,34,127,-16.5,,41,24,"Boston College (Chestnut Hill, MA) ",1992-11-21,21.0,11.0,1992.0,1992,17.0,1.0,0.0,11
3445,Boston College,1.0,34,70,6.5,42.0,7,23,"Boston College (Chestnut Hill, MA) ",1993-09-04,4.0,9.0,1993.0,1993,-16.0,0.0,0.0,2
3446,Boston College,1.0,34,94,-7.5,49.5,21,22,"Boston College (Chestnut Hill, MA) ",1993-09-18,18.0,9.0,1993.0,1993,-1.0,0.0,0.0,3
3451,Boston College,1.0,34,56,-30.5,,66,14,"Boston College (Chestnut Hill, MA) ",1993-09-25,25.0,9.0,1993.0,1993,52.0,1.0,0.0,4
3448,Boston College,1.0,34,104,7.5,,33,29,"Boston College (Chestnut Hill, MA) ",1993-10-02,2.0,10.0,1993.0,1993,4.0,1.0,0.0,5
3453,Boston College,1.0,34,129,-2.0,,31,21,"Boston College (Chestnut Hill, MA) ",1993-10-09,9.0,10.0,1993.0,1993,10.0,1.0,0.0,6
3449,Boston College,1.0,34,127,-20.5,,41,14,"Boston College (Chestnut Hill, MA) ",1993-10-23,23.0,10.0,1993.0,1993,27.0,1.0,0.0,7
3443,Boston College,1.0,34,48,-28.0,,42,14,"Boston College (Chestnut Hill, MA) ",1993-10-30,30.0,10.0,1993.0,1993,28.0,1.0,0.0,8
3442,Boston College,1.0,34,45,-3.5,,48,34,"Boston College (Chestnut Hill, MA) ",1993-11-06,6.0,11.0,1993.0,1993,14.0,1.0,0.0,9
3452,Boston College,1.0,34,36,-16.0,,33,0,"Boston College (Chestnut Hill, MA) ",1993-11-13,13.0,11.0,1993.0,1993,33.0,1.0,0.0,10
3447,Boston College,1.0,34,102,14.5,54.0,41,39,"Boston College (Chestnut Hill, MA) ",1993-11-20,20.0,11.0,1993.0,1993,2.0,1.0,0.0,11
3450,Boston College,1.0,34,62,-1.0,55.5,14,17,"Boston College (Chestnut Hill, MA) ",1993-11-26,26.0,11.0,1993.0,1993,-3.0,0.0,0.0,12
3465,Boston College,1.0,34,103,14.0,,26,34,"Boston College (Chestnut Hill, MA) ",1994-09-03,3.0,9.0,1994.0,1994,-8.0,0.0,0.0,2
3457,Boston College,1.0,34,45,-2.0,,7,12,"Boston College (Chestnut Hill, MA) ",1994-09-17,17.0,9.0,1994.0,1994,-5.0,0.0,0.0,3
3463,Boston College,1.0,34,36,0.0,,21,9,"Boston College (Chestnut Hill, MA) ",1994-09-24,24.0,9.0,1994.0,1994,12.0,1.0,0.0,4
3458,Boston College,1.0,34,102,10.0,46.0,30,11,"Boston College (Chestnut Hill, MA) ",1994-10-08,8.0,10.0,1994.0,1994,19.0,1.0,0.0,5
3460,Boston College,1.0,34,56,-27.0,,45,28,"Boston College (Chestnut Hill, MA) ",1994-10-15,15.0,10.0,1994.0,1994,17.0,1.0,0.0,6
3462,Boston College,1.0,34,129,-12.5,,7,7,"Boston College (Chestnut Hill, MA) ",1994-10-22,22.0,10.0,1994.0,1994,0.0,0.0,1.0,7
3464,Boston College,1.0,34,127,-20.0,,30,3,"Boston College (Chestnut Hill, MA) ",1994-10-29,29.0,10.0,1994.0,1994,27.0,1.0,0.0,8
3455,Boston College,1.0,34,61,-4.5,41.0,35,14,"Boston College (Chestnut Hill, MA) ",1994-11-03,3.0,11.0,1994.0,1994,21.0,1.0,0.0,9
3459,Boston College,1.0,34,104,-7.0,,31,0,"Boston College (Chestnut Hill, MA) ",1994-11-12,12.0,11.0,1994.0,1994,31.0,1.0,0.0,10
3454,Boston College,1.0,34,62,-7.5,,20,21,"Boston College (Chestnut Hill, MA) ",1994-11-19,19.0,11.0,1994.0,1994,-1.0,0.0,0.0,11
3456,Boston College,1.0,34,70,14.0,41.0,7,23,"Boston College (Chestnut Hill, MA) ",1994-11-26,26.0,11.0,1994.0,1994,-16.0,0.0,0.0,12
3470,Boston College,1.0,34,105,4.0,39.0,6,38,"Boston College (Chestnut Hill, MA) ",1995-08-27,27.0,8.0,1995.0,1995,-32.0,0.0,0.0,1
3469,Boston College,1.0,34,45,2.5,40.0,20,14,"Boston College (Chestnut Hill, MA) ",1995-09-07,7.0,9.0,1995.0,1995,6.0,1.0,0.0,2
3466,Boston College,1.0,34,103,6.0,43.0,13,23,"Boston College (Chestnut Hill, MA) ",1995-09-16,16.0,9.0,1995.0,1995,-10.0,0.0,0.0,3
3467,Boston College,1.0,34,113,-4.0,45.0,21,25,"Boston College (Chestnut Hill, MA) ",1995-09-30,30.0,9.0,1995.0,1995,-4.0,0.0,0.0,4
3471,Boston College,1.0,34,36,-10.0,47.0,17,0,"Boston College (Chestnut Hill, MA) ",1995-10-07,7.0,10.0,1995.0,1995,17.0,1.0,0.0,5
3477,Boston College,1.0,34,62,-6.5,,19,31,"Boston College (Chestnut Hill, MA) ",1995-10-14,14.0,10.0,1995.0,1995,-12.0,0.0,0.0,6
3474,Boston College,1.0,34,127,-13.0,,7,49,"Boston College (Chestnut Hill, MA) ",1995-10-21,21.0,10.0,1995.0,1995,-42.0,0.0,0.0,7
3475,Boston College,1.0,34,102,18.0,,10,20,"Boston College (Chestnut Hill, MA) ",1995-10-28,28.0,10.0,1995.0,1995,-10.0,0.0,0.0,8
3476,Boston College,1.0,34,56,-10.0,,10,9,"Boston College (Chestnut Hill, MA) ",1995-11-04,4.0,11.0,1995.0,1995,1.0,1.0,0.0,9
3473,Boston College,1.0,34,70,7.0,,14,17,"Boston College (Chestnut Hill, MA) ",1995-11-11,11.0,11.0,1995.0,1995,-3.0,0.0,0.0,10
3468,Boston College,1.0,34,104,8.0,,29,58,"Boston College (Chestnut Hill, MA) ",1995-11-18,18.0,11.0,1995.0,1995,-29.0,0.0,0.0,11
3472,Boston College,1.0,34,129,-2.5,52.0,41,38,"Boston College (Chestnut Hill, MA) ",1995-11-24,24.0,11.0,1995.0,1995,3.0,1.0,0.0,12
3479,Boston College,1.0,34,50,-13.0,,24,21,"Boston College (Chestnut Hill, MA) ",1996-08-31,31.0,8.0,1996.0,1996,3.0,1.0,0.0,1
3478,Boston College,1.0,34,45,2.5,,7,45,"Boston College (Chestnut Hill, MA) ",1996-09-14,14.0,9.0,1996.0,1996,-38.0,0.0,0.0,2
3481,Boston College,1.0,34,103,22.5,,14,20,"Boston College (Chestnut Hill, MA) ",1996-09-21,21.0,9.0,1996.0,1996,-6.0,0.0,0.0,3
3484,Boston College,1.0,34,66,-6.0,,43,38,"Boston College (Chestnut Hill, MA) ",1996-09-28,28.0,9.0,1996.0,1996,5.0,1.0,0.0,4
3483,Boston College,1.0,34,62,14.0,,17,34,"Boston College (Chestnut Hill, MA) ",1996-10-05,5.0,10.0,1996.0,1996,-17.0,0.0,0.0,5
3482,Boston College,1.0,34,46,2.0,42.0,24,17,"Boston College (Chestnut Hill, MA) ",1996-10-12,12.0,10.0,1996.0,1996,7.0,1.0,0.0,6
3488,Boston College,1.0,34,104,13.5,,17,45,"Boston College (Chestnut Hill, MA) ",1996-10-26,26.0,10.0,1996.0,1996,-28.0,0.0,0.0,8
3487,Boston College,1.0,34,36,-11.0,53.5,13,20,"Boston College (Chestnut Hill, MA) ",1996-10-31,31.0,10.0,1996.0,1996,-7.0,0.0,0.0,9
3485,Boston College,1.0,34,102,23.0,,21,48,"Boston College (Chestnut Hill, MA) ",1996-11-09,9.0,11.0,1996.0,1996,-27.0,0.0,0.0,10
3489,Boston College,1.0,34,56,-10.0,,21,20,"Boston College (Chestnut Hill, MA) ",1996-11-16,16.0,11.0,1996.0,1996,1.0,1.0,0.0,11
3480,Boston College,1.0,34,70,22.0,,26,43,"Boston College (Chestnut Hill, MA) ",1996-11-23,23.0,11.0,1996.0,1996,-17.0,0.0,0.0,12
3493,Boston College,1.0,34,56,-12.0,,21,28,"Boston College (Chestnut Hill, MA) ",1997-09-06,6.0,9.0,1997.0,1997,-7.0,0.0,0.0,1
3491,Boston College,1.0,34,62,7.0,47.0,31,24,"Boston College (Chestnut Hill, MA) ",1997-09-13,13.0,9.0,1997.0,1997,7.0,1.0,0.0,2
3496,Boston College,1.0,34,129,-14.5,,35,21,"Boston College (Chestnut Hill, MA) ",1997-09-20,20.0,9.0,1997.0,1997,14.0,1.0,0.0,3
3490,Boston College,1.0,34,46,1.5,49.5,6,24,"Boston College (Chestnut Hill, MA) ",1997-09-27,27.0,9.0,1997.0,1997,-18.0,0.0,0.0,4
3495,Boston College,1.0,34,125,5.5,,14,42,"Boston College (Chestnut Hill, MA) ",1997-10-04,4.0,10.0,1997.0,1997,-28.0,0.0,0.0,5
3497,Boston College,1.0,34,45,19.0,,7,17,"Boston College (Chestnut Hill, MA) ",1997-10-11,11.0,10.0,1997.0,1997,-10.0,0.0,0.0,6
3498,Boston College,1.0,34,70,6.0,45.0,44,45,"Boston College (Chestnut Hill, MA) ",1997-10-18,18.0,10.0,1997.0,1997,-1.0,0.0,0.0,7
3492,Boston College,1.0,34,102,15.0,47.5,20,52,"Boston College (Chestnut Hill, MA) ",1997-10-25,25.0,10.0,1997.0,1997,-32.0,0.0,0.0,8
3500,Boston College,1.0,34,36,-3.0,,22,21,"Boston College (Chestnut Hill, MA) ",1997-11-01,1.0,11.0,1997.0,1997,1.0,1.0,0.0,9
3499,Boston College,1.0,34,104,27.0,,13,20,"Boston College (Chestnut Hill, MA) ",1997-11-08,8.0,11.0,1997.0,1997,-7.0,0.0,0.0,10
3494,Boston College,1.0,34,127,-13.5,,24,20,"Boston College (Chestnut Hill, MA) ",1997-11-22,22.0,11.0,1997.0,1997,4.0,1.0,0.0,11
3506,Boston College,1.0,34,125,13.5,,41,31,"Boston College (Chestnut Hill, MA) ",1998-09-05,5.0,9.0,1998.0,1998,10.0,1.0,0.0,1
3507,Boston College,1.0,34,129,-22.5,,41,14,"Boston College (Chestnut Hill, MA) ",1998-09-12,12.0,9.0,1998.0,1998,27.0,1.0,0.0,2
3509,Boston College,1.0,34,56,-18.0,,31,7,"Boston College (Chestnut Hill, MA) ",1998-09-19,19.0,9.0,1998.0,1998,24.0,1.0,0.0,3
3503,Boston College,1.0,34,61,-6.5,,28,52,"Boston College (Chestnut Hill, MA) ",1998-09-26,26.0,9.0,1998.0,1998,-24.0,0.0,0.0,4
3502,Boston College,1.0,34,45,7.0,41.0,0,17,"Boston College (Chestnut Hill, MA) ",1998-10-08,8.0,10.0,1998.0,1998,-17.0,0.0,0.0,5
3504,Boston College,1.0,34,104,13.5,,25,42,"Boston College (Chestnut Hill, MA) ",1998-10-17,17.0,10.0,1998.0,1998,-17.0,0.0,0.0,6
3501,Boston College,1.0,34,66,-14.0,,31,32,"Boston College (Chestnut Hill, MA) ",1998-10-24,24.0,10.0,1998.0,1998,-1.0,0.0,0.0,7
3510,Boston College,1.0,34,70,15.5,56.0,17,35,"Boston College (Chestnut Hill, MA) ",1998-10-31,31.0,10.0,1998.0,1998,-18.0,0.0,0.0,8
3511,Boston College,1.0,34,102,11.0,51.0,26,31,"Boston College (Chestnut Hill, MA) ",1998-11-07,7.0,11.0,1998.0,1998,-5.0,0.0,0.0,9
3508,Boston College,1.0,34,36,-1.5,,23,15,"Boston College (Chestnut Hill, MA) ",1998-11-14,14.0,11.0,1998.0,1998,8.0,1.0,0.0,10
3505,Boston College,1.0,34,62,13.5,57.0,10,35,"Boston College (Chestnut Hill, MA) ",1998-11-21,21.0,11.0,1998.0,1998,-25.0,0.0,0.0,11
3521,Boston College,1.0,34,88,-3.5,43.5,30,29,"Boston College (Chestnut Hill, MA) ",1999-09-04,4.0,9.0,1999.0,1999,1.0,1.0,0.0,1
3512,Boston College,1.0,34,66,-7.5,54.0,14,10,"Boston College (Chestnut Hill, MA) ",1999-09-18,18.0,9.0,1999.0,1999,4.0,1.0,0.0,2
3515,Boston College,1.0,34,129,-6.5,,27,7,"Boston College (Chestnut Hill, MA) ",1999-09-25,25.0,9.0,1999.0,1999,20.0,1.0,0.0,3
3520,Boston College,1.0,34,56,-14.0,,14,24,"Boston College (Chestnut Hill, MA) ",1999-10-09,9.0,10.0,1999.0,1999,-10.0,0.0,0.0,5
3519,Boston College,1.0,34,36,3.5,44.5,20,16,"Boston College (Chestnut Hill, MA) ",1999-10-16,16.0,10.0,1999.0,1999,4.0,1.0,0.0,6
3514,Boston College,1.0,34,70,18.0,48.0,28,31,"Boston College (Chestnut Hill, MA) ",1999-10-23,23.0,10.0,1999.0,1999,-3.0,0.0,0.0,7
3522,Boston College,1.0,34,104,19.0,,24,23,"Boston College (Chestnut Hill, MA) ",1999-10-30,30.0,10.0,1999.0,1999,1.0,1.0,0.0,8
3523,Boston College,1.0,34,62,-4.0,45.5,34,17,"Boston College (Chestnut Hill, MA) ",1999-11-13,13.0,11.0,1999.0,1999,17.0,1.0,0.0,9
3516,Boston College,1.0,34,102,8.5,50.5,31,29,"Boston College (Chestnut Hill, MA) ",1999-11-20,20.0,11.0,1999.0,1999,2.0,1.0,0.0,10
3517,Boston College,1.0,34,45,25.0,,14,38,"Boston College (Chestnut Hill, MA) ",1999-11-26,26.0,11.0,1999.0,1999,-24.0,0.0,0.0,11
3531,Boston College,1.0,34,62,2.5,51.5,14,34,"Boston College (Chestnut Hill, MA) ",2000-09-01,1.0,9.0,2000.0,2000,-20.0,0.0,0.0,1
3533,Boston College,1.0,34,127,-6.5,49.5,55,17,"Boston College (Chestnut Hill, MA) ",2000-09-09,9.0,9.0,2000.0,2000,38.0,1.0,0.0,2
3535,Boston College,1.0,34,66,-18.5,,48,7,"Boston College (Chestnut Hill, MA) ",2000-09-23,23.0,9.0,2000.0,2000,41.0,1.0,0.0,3
3526,Boston College,1.0,34,45,14.5,60.0,34,48,"Boston College (Chestnut Hill, MA) ",2000-09-30,30.0,9.0,2000.0,2000,-14.0,0.0,0.0,4
3529,Boston College,1.0,34,144,-28.5,,55,3,"Boston College (Chestnut Hill, MA) ",2000-10-07,7.0,10.0,2000.0,2000,52.0,1.0,0.0,5
3534,Boston College,1.0,34,104,-1.0,51.0,20,13,"Boston College (Chestnut Hill, MA) ",2000-10-14,14.0,10.0,2000.0,2000,7.0,1.0,0.0,6
3528,Boston College,1.0,34,36,3.5,49.0,26,42,"Boston College (Chestnut Hill, MA) ",2000-10-21,21.0,10.0,2000.0,2000,-16.0,0.0,0.0,7
3527,Boston College,1.0,34,129,-21.5,,42,13,"Boston College (Chestnut Hill, MA) ",2000-10-28,28.0,10.0,2000.0,2000,29.0,1.0,0.0,8
3525,Boston College,1.0,34,56,-9.5,,31,3,"Boston College (Chestnut Hill, MA) ",2000-11-04,4.0,11.0,2000.0,2000,28.0,1.0,0.0,9
3532,Boston College,1.0,34,102,9.0,52.0,16,28,"Boston College (Chestnut Hill, MA) ",2000-11-11,11.0,11.0,2000.0,2000,-12.0,0.0,0.0,10
3530,Boston College,1.0,34,70,14.0,,6,52,"Boston College (Chestnut Hill, MA) ",2000-11-25,25.0,11.0,2000.0,2000,-46.0,0.0,0.0,11
3544,Boston College,1.0,34,62,-5.5,54.0,34,10,"Boston College (Chestnut Hill, MA) ",2001-09-01,1.0,9.0,2001.0,2001,24.0,1.0,0.0,1
3540,Boston College,1.0,34,106,5.5,52.5,22,38,"Boston College (Chestnut Hill, MA) ",2001-09-08,8.0,9.0,2001.0,2001,-16.0,0.0,0.0,2
3536,Boston College,1.0,34,66,-19.5,,38,21,"Boston College (Chestnut Hill, MA) ",2001-09-22,22.0,9.0,2001.0,2001,17.0,1.0,0.0,3
3542,Boston College,1.0,34,127,-23.5,,31,10,"Boston College (Chestnut Hill, MA) ",2001-09-29,29.0,9.0,2001.0,2001,21.0,1.0,0.0,4
3539,Boston College,1.0,34,56,-13.0,,33,10,"Boston College (Chestnut Hill, MA) ",2001-10-06,6.0,10.0,2001.0,2001,23.0,1.0,0.0,5
3547,Boston College,1.0,34,45,21.0,48.5,20,34,"Boston College (Chestnut Hill, MA) ",2001-10-13,13.0,10.0,2001.0,2001,-14.0,0.0,0.0,6
3541,Boston College,1.0,34,36,-11.5,47.0,45,7,"Boston College (Chestnut Hill, MA) ",2001-10-20,20.0,10.0,2001.0,2001,38.0,1.0,0.0,7
3543,Boston College,1.0,34,102,-4.5,45.0,21,17,"Boston College (Chestnut Hill, MA) ",2001-10-27,27.0,10.0,2001.0,2001,4.0,1.0,0.0,8
3546,Boston College,1.0,34,70,19.5,53.0,7,18,"Boston College (Chestnut Hill, MA) ",2001-11-10,10.0,11.0,2001.0,2001,-11.0,0.0,0.0,9
3545,Boston College,1.0,34,129,-30.0,,38,7,"Boston College (Chestnut Hill, MA) ",2001-11-17,17.0,11.0,2001.0,2001,31.0,1.0,0.0,10
3537,Boston College,1.0,34,104,2.5,44.0,28,39,"Boston College (Chestnut Hill, MA) ",2001-11-24,24.0,11.0,2001.0,2001,-11.0,0.0,0.0,11
3552,Boston College,1.0,34,144,-33.5,,24,16,"Boston College (Chestnut Hill, MA) ",2002-08-31,31.0,8.0,2002.0,2002,8.0,1.0,0.0,1
3548,Boston College,1.0,34,106,-10.5,54.0,34,27,"Boston College (Chestnut Hill, MA) ",2002-09-07,7.0,9.0,2002.0,2002,7.0,1.0,0.0,2
3554,Boston College,1.0,34,70,26.0,,6,38,"Boston College (Chestnut Hill, MA) ",2002-09-21,21.0,9.0,2002.0,2002,-32.0,0.0,0.0,3
3550,Boston College,1.0,34,141,-20.0,50.0,43,0,"Boston College (Chestnut Hill, MA) ",2002-09-28,28.0,9.0,2002.0,2002,43.0,1.0,0.0,4
3553,Boston College,1.0,34,45,8.5,45.0,23,28,"Boston College (Chestnut Hill, MA) ",2002-10-10,10.0,10.0,2002.0,2002,-5.0,0.0,0.0,5
3549,Boston College,1.0,34,66,-29.0,,46,21,"Boston College (Chestnut Hill, MA) ",2002-10-19,19.0,10.0,2002.0,2002,25.0,1.0,0.0,6
3555,Boston College,1.0,34,36,4.5,46.0,16,19,"Boston College (Chestnut Hill, MA) ",2002-10-26,26.0,10.0,2002.0,2002,-3.0,0.0,0.0,7
3556,Boston College,1.0,34,102,9.5,43.0,14,7,"Boston College (Chestnut Hill, MA) ",2002-11-02,2.0,11.0,2002.0,2002,7.0,1.0,0.0,8
3557,Boston College,1.0,34,62,3.5,49.5,14,24,"Boston College (Chestnut Hill, MA) ",2002-11-09,9.0,11.0,2002.0,2002,-10.0,0.0,0.0,9
3558,Boston College,1.0,34,104,-7.5,48.5,41,20,"Boston College (Chestnut Hill, MA) ",2002-11-16,16.0,11.0,2002.0,2002,21.0,1.0,0.0,10
3551,Boston College,1.0,34,56,-9.0,53.0,36,14,"Boston College (Chestnut Hill, MA) ",2002-11-23,23.0,11.0,2002.0,2002,22.0,1.0,0.0,11
3559,Boston College,1.0,34,129,-28.0,,44,14,"Boston College (Chestnut Hill, MA) ",2002-11-30,30.0,11.0,2002.0,2002,30.0,1.0,0.0,12
3563,Boston College,1.0,34,138,-11.0,48.0,28,32,"Boston College (Chestnut Hill, MA) ",2003-08-30,30.0,8.0,2003.0,2003,-4.0,0.0,0.0,1
3567,Boston College,1.0,34,59,10.0,48.0,27,14,"Boston College (Chestnut Hill, MA) ",2003-09-06,6.0,9.0,2003.0,2003,13.0,1.0,0.0,2
3572,Boston College,1.0,34,144,-4.0,47.5,24,14,"Boston College (Chestnut Hill, MA) ",2003-09-13,13.0,9.0,2003.0,2003,10.0,1.0,0.0,3
3566,Boston College,1.0,34,70,11.5,53.5,14,33,"Boston College (Chestnut Hill, MA) ",2003-09-20,20.0,9.0,2003.0,2003,-19.0,0.0,0.0,4
3569,Boston College,1.0,34,86,-23.0,,53,29,"Boston College (Chestnut Hill, MA) ",2003-09-27,27.0,9.0,2003.0,2003,24.0,1.0,0.0,5
3561,Boston College,1.0,34,56,-9.5,50.5,38,13,"Boston College (Chestnut Hill, MA) ",2003-10-11,11.0,10.0,2003.0,2003,25.0,1.0,0.0,6
3573,Boston College,1.0,34,104,-3.5,55.5,14,39,"Boston College (Chestnut Hill, MA) ",2003-10-18,18.0,10.0,2003.0,2003,-25.0,0.0,0.0,7
3571,Boston College,1.0,34,102,-3.5,44.5,27,25,"Boston College (Chestnut Hill, MA) ",2003-10-25,25.0,10.0,2003.0,2003,2.0,1.0,0.0,8
3562,Boston College,1.0,34,36,2.5,55.5,13,24,"Boston College (Chestnut Hill, MA) ",2003-11-01,1.0,11.0,2003.0,2003,-11.0,0.0,0.0,9
3565,Boston College,1.0,34,62,-3.5,44.5,28,35,"Boston College (Chestnut Hill, MA) ",2003-11-08,8.0,11.0,2003.0,2003,-7.0,0.0,0.0,10
3568,Boston College,1.0,34,129,-7.5,57.0,35,25,"Boston College (Chestnut Hill, MA) ",2003-11-15,15.0,11.0,2003.0,2003,10.0,1.0,0.0,11
3570,Boston College,1.0,34,45,15.5,54.0,34,27,"Boston College (Chestnut Hill, MA) ",2003-11-22,22.0,11.0,2003.0,2003,7.0,1.0,0.0,12
3583,Boston College,1.0,34,86,-18.5,52.0,19,11,"Boston College (Chestnut Hill, MA) ",2004-09-02,2.0,9.0,2004.0,2004,8.0,1.0,0.0,1
3581,Boston College,1.0,34,59,3.0,48.0,21,7,"Boston College (Chestnut Hill, MA) ",2004-09-11,11.0,9.0,2004.0,2004,14.0,1.0,0.0,2
3584,Boston College,1.0,34,144,-7.0,47.5,27,7,"Boston College (Chestnut Hill, MA) ",2004-09-17,17.0,9.0,2004.0,2004,20.0,1.0,0.0,3
3574,Boston College,1.0,34,138,-1.0,46.0,14,17,"Boston College (Chestnut Hill, MA) ",2004-09-25,25.0,9.0,2004.0,2004,-3.0,0.0,0.0,4
3576,Boston College,1.0,34,36,-8.0,43.0,17,20,"Boston College (Chestnut Hill, MA) ",2004-10-16,16.0,10.0,2004.0,2004,-3.0,0.0,0.0,6
3578,Boston College,1.0,34,102,7.0,41.0,24,23,"Boston College (Chestnut Hill, MA) ",2004-10-23,23.0,10.0,2004.0,2004,1.0,1.0,0.0,7
3580,Boston College,1.0,34,129,-15.0,51.5,21,10,"Boston College (Chestnut Hill, MA) ",2004-11-06,6.0,11.0,2004.0,2004,11.0,1.0,0.0,8
3575,Boston College,1.0,34,62,7.0,46.5,36,17,"Boston College (Chestnut Hill, MA) ",2004-11-13,13.0,11.0,2004.0,2004,19.0,1.0,0.0,9
3582,Boston College,1.0,34,56,-15.0,50.5,34,17,"Boston College (Chestnut Hill, MA) ",2004-11-20,20.0,11.0,2004.0,2004,17.0,1.0,0.0,10
3579,Boston College,1.0,34,104,-11.0,45.5,17,43,"Boston College (Chestnut Hill, MA) ",2004-11-27,27.0,11.0,2004.0,2004,-26.0,0.0,0.0,11
3588,Boston College,1.0,34,33,-2.5,47.5,20,3,"Boston College (Chestnut Hill, MA) ",2005-09-03,3.0,9.0,2005.0,2005,17.0,1.0,0.0,1
3589,Boston College,1.0,34,127,-27.5,48.0,44,7,"Boston College (Chestnut Hill, MA) ",2005-09-10,10.0,9.0,2005.0,2005,37.0,1.0,0.0,2
3593,Boston College,1.0,34,47,1.0,38.5,17,28,"Boston College (Chestnut Hill, MA) ",2005-09-17,17.0,9.0,2005.0,2005,-11.0,0.0,0.0,3
3586,Boston College,1.0,34,128,3.0,45.0,16,13,"Boston College (Chestnut Hill, MA) ",2005-09-24,24.0,9.0,2005.0,2005,3.0,1.0,0.0,4
3591,Boston College,1.0,34,86,-39.5,52.5,38,0,"Boston College (Chestnut Hill, MA) ",2005-10-01,1.0,10.0,2005.0,2005,38.0,1.0,0.0,5
3592,Boston College,1.0,34,134,-7.5,45.0,28,17,"Boston College (Chestnut Hill, MA) ",2005-10-08,8.0,10.0,2005.0,2005,11.0,1.0,0.0,6
3587,Boston College,1.0,34,138,-13.5,46.0,35,30,"Boston College (Chestnut Hill, MA) ",2005-10-15,15.0,10.0,2005.0,2005,5.0,1.0,0.0,7
3597,Boston College,1.0,34,45,13.5,46.5,10,30,"Boston College (Chestnut Hill, MA) ",2005-10-27,27.0,10.0,2005.0,2005,-20.0,0.0,0.0,8
3595,Boston College,1.0,34,65,-4.0,44.0,14,16,"Boston College (Chestnut Hill, MA) ",2005-11-05,5.0,11.0,2005.0,2005,-2.0,0.0,0.0,9
3594,Boston College,1.0,34,79,-5.0,42.0,30,10,"Boston College (Chestnut Hill, MA) ",2005-11-12,12.0,11.0,2005.0,2005,20.0,1.0,0.0,10
3596,Boston College,1.0,34,60,-1.0,44.0,31,16,"Boston College (Chestnut Hill, MA) ",2005-11-19,19.0,11.0,2005.0,2005,15.0,1.0,0.0,11
3608,Boston College,1.0,34,141,-11.0,41.0,31,24,"Boston College (Chestnut Hill, MA) ",2006-08-31,31.0,8.0,2006.0,2006,7.0,1.0,0.0,1
3605,Boston College,1.0,34,128,1.0,44.5,34,33,"Boston College (Chestnut Hill, MA) ",2006-09-09,9.0,9.0,2006.0,2006,1.0,1.0,0.0,2
3601,Boston College,1.0,34,33,-6.5,52.5,30,23,"Boston College (Chestnut Hill, MA) ",2006-09-16,16.0,9.0,2006.0,2006,7.0,1.0,0.0,3
3600,Boston College,1.0,34,79,-6.5,42.0,15,17,"Boston College (Chestnut Hill, MA) ",2006-09-23,23.0,9.0,2006.0,2006,-2.0,0.0,0.0,4
3599,Boston College,1.0,34,45,2.5,42.0,22,3,"Boston College (Chestnut Hill, MA) ",2006-10-12,12.0,10.0,2006.0,2006,19.0,1.0,0.0,6
3610,Boston College,1.0,34,47,7.0,41.0,24,19,"Boston College (Chestnut Hill, MA) ",2006-10-21,21.0,10.0,2006.0,2006,5.0,1.0,0.0,7
3606,Boston College,1.0,34,145,-32.0,42.0,41,0,"Boston College (Chestnut Hill, MA) ",2006-10-28,28.0,10.0,2006.0,2006,41.0,1.0,0.0,8
3598,Boston College,1.0,34,138,-3.5,42.0,14,21,"Boston College (Chestnut Hill, MA) ",2006-11-04,4.0,11.0,2006.0,2006,-7.0,0.0,0.0,9
3602,Boston College,1.0,34,95,-28.5,48.0,28,7,"Boston College (Chestnut Hill, MA) ",2006-11-11,11.0,11.0,2006.0,2006,21.0,1.0,0.0,10
3607,Boston College,1.0,34,60,-7.5,42.5,38,16,"Boston College (Chestnut Hill, MA) ",2006-11-18,18.0,11.0,2006.0,2006,22.0,1.0,0.0,11
3609,Boston College,1.0,34,70,-3.0,37.5,14,17,"Boston College (Chestnut Hill, MA) ",2006-11-23,23.0,11.0,2006.0,2006,-3.0,0.0,0.0,12
3614,Boston College,1.0,34,138,-6.0,42.0,38,28,"Boston College (Chestnut Hill, MA) ",2007-09-01,1.0,9.0,2007.0,2007,10.0,1.0,0.0,1
3618,Boston College,1.0,34,79,-13.5,50.0,37,17,"Boston College (Chestnut Hill, MA) ",2007-09-08,8.0,9.0,2007.0,2007,20.0,1.0,0.0,2
3612,Boston College,1.0,34,125,6.5,48.0,24,10,"Boston College (Chestnut Hill, MA) ",2007-09-15,15.0,9.0,2007.0,2007,14.0,1.0,0.0,3
3611,Boston College,1.0,34,127,-26.0,45.5,37,17,"Boston College (Chestnut Hill, MA) ",2007-09-22,22.0,9.0,2007.0,2007,20.0,1.0,0.0,4
3615,Boston College,1.0,34,85,-19.0,59.0,55,24,"Boston College (Chestnut Hill, MA) ",2007-10-06,6.0,10.0,2007.0,2007,31.0,1.0,0.0,6
3620,Boston College,1.0,34,102,-13.5,47.5,27,14,"Boston College (Chestnut Hill, MA) ",2007-10-13,13.0,10.0,2007.0,2007,13.0,1.0,0.0,7
3619,Boston College,1.0,34,45,3.0,41.0,14,10,"Boston College (Chestnut Hill, MA) ",2007-10-25,25.0,10.0,2007.0,2007,4.0,1.0,0.0,8
3617,Boston College,1.0,34,47,-6.5,40.0,17,27,"Boston College (Chestnut Hill, MA) ",2007-11-03,3.0,11.0,2007.0,2007,-10.0,0.0,0.0,9
