,school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
1637,,San Jose State,,,,,,,,,,,2003,43.0,122755.0,"San Jose State University (San Jose, CA)",959812.0,50000.0,5075.0,4740.0,,261081.0,513792.0,37902.0,1889977.0,0.023,0.024,0.02,0.456,0.19399999999999998,147595.0,3323.0,2255038.0,,,,,,,3057102.0,11137.0,4561658.0,332375.0,2959482.0,188246.0,2265213.0,1330245.0,7818332.0,11627848.0,11680810.0,,,,Fall 2000,6425.0,6653.0,3235.0,3554.0,894.0,926.0,Fall 2000,1836.0,92.0,,,420.0,540.0,450.0,570.0,,,,,,,SAN JOSE STATE UNIVERSITY,SAN JOSE,CA,California,Public,4 or more years (Baccalaureate or higher degree),,,,0.022514313,2373.0,2394.0,25.0,2369.0
1638,,San Jose State,,,,,,,,,,,2004,43.0,122755.0,"San Jose State University (San Jose, CA)",227990.0,,,19952.0,,103597.0,337086.0,155904.0,1014306.0,0.027999999999999997,0.026000000000000002,0.027000000000000003,0.7929999999999999,0.17,147398.0,4054.0,1768860.0,1518.0,889957.0,4.0,123719.0,1522.0,1013676.0,3228679.0,11197.0,3951762.0,145491.0,2990362.0,166570.0,2672962.0,922396.0,7800273.0,10389886.0,10438099.0,,,,Fall 2000,7183.0,7905.0,4610.0,5324.0,1155.0,1122.0,Fall 2000,2131.0,89.0,430.0,18.0,430.0,550.0,460.0,580.0,17.0,23.0,16.0,22.0,17.0,24.0,San Jose State University,San Jose,CA,California,Public,4 or more years (Baccalaureate or higher degree),,,,0.027503766,2522.0,2554.0,66.0,2488.0
1639,,San Jose State,,,,,,,,,,,2005,43.0,122755.0,"San Jose State University (San Jose, CA)",248613.0,,,15860.0,,107546.0,580217.0,139625.0,1264544.0,0.021,0.017,0.02,1.0,0.11599999999999999,196010.0,4065.0,1622318.0,1886.0,1665213.0,7.0,174761.0,1893.0,1839974.0,5333385.0,11423.0,5136686.0,324255.0,3912885.0,335936.0,4625792.0,1737394.0,11269765.0,13964313.0,14010465.0,,,,Fall 2000,7897.0,9036.0,5048.0,5957.0,1190.0,1249.0,Fall 2000,2336.0,92.0,405.0,16.0,420.0,530.0,450.0,570.0,17.0,23.0,15.0,22.0,17.0,24.0,San Jose State University,San Jose,CA,California,Public,4 or more years (Baccalaureate or higher degree),,,,0.020738738,2701.0,2728.0,71.0,2657.0
1640,,San Jose State,,,,,,,,,,,2006,43.0,122755.0,"San Jose State University (San Jose, CA)",793223.0,10500.0,,3016.0,,119473.0,567298.0,4298621.0,6429699.0,0.023,0.024,0.023,1.0,0.485,183062.0,4296.0,8521803.0,1798.0,1668604.0,5.0,31937.0,1803.0,1700541.0,2765891.0,12351.0,3590426.0,249530.0,3532495.0,296905.0,1915679.0,1646015.0,13439523.0,17574983.0,17624258.0,,,,Fall 2001,10260.0,11295.0,6379.0,7485.0,1474.0,1611.0,Fall 2001,3009.0,92.0,560.0,17.0,430.0,530.0,450.0,580.0,18.0,23.0,16.0,23.0,18.0,24.0,San Jose State University,San Jose,CA,California,Public,4 or more years (Baccalaureate or higher degree),,,,0.023467459,3237.0,3276.0,79.0,3197.0
1641,,San Jose State,,,,,,,,,,,2007,43.0,122755.0,"San Jose State University (San Jose, CA)",90922.0,,,10050.0,656.0,201064.0,545979.0,636951.0,1862820.0,0.019,0.02,0.019,1.0,0.27899999999999997,185872.0,3623.0,5607177.0,1862.0,1724314.0,90.0,1685500.0,1952.0,3409814.0,5465885.0,12354.0,4584143.0,178049.0,4165193.0,391728.0,2265428.0,1731814.0,11451949.0,20122517.0,20128174.0,,,,Fall 2000,10272.0,11305.0,6384.0,7490.0,1478.0,1612.0,Fall 2000,3018.0,92.0,564.0,17.0,430.0,530.0,450.0,580.0,18.0,23.0,16.0,23.0,18.0,24.0,San Jose State University,San Jose,CA,California,Public,4 or more years (Baccalaureate or higher degree),,,,0.01949191,3565.0,3598.0,63.0,3535.0
1642,,San Jose State,,,,,,,,,,,2008,43.0,122755.0,"San Jose State University (San Jose, CA)",202635.0,30100.0,,18833.0,8000.0,574432.0,483929.0,811649.0,2349628.0,0.017,0.015,0.02,1.0,0.326,188120.0,3280.0,3479260.0,1366.0,452489.0,,,1366.0,452489.0,2809411.0,12420.0,2119896.0,36254.0,1952396.0,148795.0,2529160.0,952490.0,8449262.0,10657687.0,11684859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01743568,,,,
1643,U. of South Carolina at Columbia,South Carolina,1990.0,79.0,26.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA - COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
1644,U. of South Carolina at Columbia,South Carolina,1991.0,81.0,29.0,,,,,850-1080,,,1989,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,0.9915378782914752,,106829.0,26108.0,2133335.0,,,,,,,8424221.0,,4690579.0,,,,,,,,21487496.0,,8424221.0,4690579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24439056,,,,
1645,,South Carolina,,,,,,,,,,,1990,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,1.0,,123571.0,26157.0,2254220.0,,,,,,,13814287.0,,2472036.0,,,,,,,,22701334.0,,13814287.0,2472036.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.21167588,,,,
1646,U. of South Carolina at Columbia,South Carolina,1993.0,82.0,24.0,19.0,,,,820-1060,,,1991,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,1.0,,129429.0,22946.0,3428283.0,,,,,,,13367056.0,,2752898.0,,,,,,,,24154965.0,,13367056.0,2752898.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.17728639,,2512.0,628.0,1884.0
1647,University of South Carolina at Columbia,South Carolina,1994.0,76.0,30.0,18.0,,,98.0,,980,,1992,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,1.0,,134775.0,27713.0,4107367.0,,,,,,,9941979.0,,3255905.0,,,,,,,,24006504.0,,9941979.0,3255905.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.2056242,,,,
1648,U. of South Carolina- Columbia,South Carolina,1996.0,79.0,28.0,21.0,,,,960-1190,,,1994,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,0.9905167381974249,,145625.0,29261.0,4567000.0,,,,,,,12505000.0,,2205000.0,,,,,,,,28003000.0,,12505000.0,2205000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),15.0,2.0,1.0,0.2009339,,,,
1649,Univ of S Carolina-Columbia,South Carolina,1997.0,78.0,31.0,20.0,,,,,,,1995,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,1.0,,155501.0,35683.0,4979000.0,,,,,,,9786000.0,,2288000.0,,,,,,,,27532000.0,,9786000.0,2288000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),15.0,2.0,1.0,0.22947119,,2703.0,644.0,2059.0
1650,Univ of South Carolina-Columbia,South Carolina,1998.0,77.0,28.0,10.0,,,,950-1200,,2.9,1996,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,1.0,,172628.0,36568.0,6478000.0,,,,,,,14217000.0,,2978000.0,,,,,,,,40716000.0,,14217000.0,2978000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),16.0,2.0,1.0,0.21183123,,,,
1651,U of S Carolina-Columbia,South Carolina,1999.0,71.0,33.0,14.0,,,,,,2.9,1997,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,,,,,0.8795499631900462,,177941.0,35523.0,35680000.0,,,,,,,13654000.0,,3109000.0,,,,,,,,65413000.0,,13654000.0,3109000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),16.0,2.0,1.0,0.19963358,,2811.0,676.0,2135.0
1652,Univ. of South Carolina-Columbia,South Carolina,2000.0,67.0,34.0,19.0,,,,980-1220,,,1998,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,4386660.0,0.139,,,0.885,,184237.0,25555.0,12606100.0,12756.0,9600260.0,2.0,,12758.0,,16349800.0,19864.0,3627980.0,,2098020.0,,11970800.0,,27600600.0,,50436600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1387072,,,,
1653,U. of South Carolina-Columbia,South Carolina,2001.0,69.0,30.0,24.0,,,,,,3.0,1999,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",,,,,,,,,4675550.0,0.157,,,0.9840000000000001,,166075.0,26083.0,13410100.0,14231.0,8155810.0,,,14231.0,,25205800.0,15231.0,5478240.0,,2621270.0,,9792020.0,,25033000.0,,57726100.0,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),16.0,3.0,1.0,0.15705554,0.0,2542.0,597.0,1945.0
1654,U. of South Carolina-Columbia,South Carolina,2002.0,70.0,25.0,27.0,,,,,,3.0,2000,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1165060.0,42422.0,8783.0,244404.0,14.0,214402.0,2720348.0,,4503627.0,0.14800000000000002,,0.141,0.9440000000000001,,149916.0,22248.0,19388092.0,14392.0,9523094.0,,,,,14431316.0,15984.0,7577025.0,,2608900.0,1431263.0,9785226.0,9478564.0,27569970.0,,55820040.0,,,,Fall 2001,5016.0,6160.0,3434.0,4354.0,1458.0,1771.0,Fall 2001,2746.0,83.0,540.0,16.0,490.0,600.0,500.0,610.0,21.0,26.0,18.0,26.0,19.0,25.0,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),16.0,3.0,1.0,0.14840311,,3287.0,710.0,2577.0
1655,,South Carolina,,,,,,,,,,,2001,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1026438.0,53248.0,41406.0,317040.0,64.0,259390.0,2752241.0,,4518059.0,0.126,,0.11199999999999999,0.988,,185563.0,23316.0,12146487.0,,,,,,,36858804.0,15716.0,9003712.0,1000.0,3639400.0,1464127.0,33432705.0,9689212.0,51116516.0,,70588279.0,,,,Fall 2000,5016.0,6160.0,3434.0,4354.0,1458.0,1771.0,Fall 2000,2738.0,83.0,537.0,16.0,490.0,600.0,500.0,610.0,21.0,26.0,18.0,26.0,19.0,25.0,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),15.0,3.0,1.0,0.12565005,3541.0,3561.0,829.0,2732.0
1656,U. of S.C.- Columbia,South Carolina,2004.0,64.0,26.0,21.0,,40.0,,,,3.0,2002,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1175560.0,48091.0,24074.0,169589.0,3442.0,349207.0,3191526.0,25.0,5076956.0,0.11900000000000001,,0.10800000000000001,0.875,0.168,187044.0,22181.0,8342094.0,,,,,,,18154107.0,15644.0,7788689.0,1000.0,1834788.0,1643193.0,12666143.0,10916213.0,29481004.0,49721255.0,50999395.0,,,,Fall 2000,5309.0,6707.0,3668.0,4778.0,1593.0,1910.0,Fall 2000,2946.0,83.0,1440.0,40.0,500.0,610.0,510.0,620.0,21.0,26.0,19.0,27.0,19.0,25.0,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.11858707,3469.0,3491.0,879.0,2612.0
1657,U. of South Carolina -Columbia,South Carolina,2005.0,67.0,25.0,22.0,,42.0,,,,3.0,2003,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1198544.0,73777.0,18300.0,397136.0,4605.0,222528.0,3594638.0,,5613372.0,0.135,,0.11599999999999999,0.867,0.20800000000000002,190917.0,25834.0,9757250.0,,,,,,,15012388.0,16254.0,7682283.0,2992.0,3516606.0,2197830.0,12371063.0,12556834.0,32978130.0,46806600.0,49297687.0,,,,Fall 2000,5307.0,6697.0,3668.0,4774.0,1494.0,1949.0,Fall 2000,2885.0,83.0,1471.0,42.0,510.0,620.0,520.0,630.0,22.0,27.0,20.0,28.0,19.0,26.0,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,COLUMBIA,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.13531534,3380.0,3403.0,980.0,2423.0
1658,Univ. of South Carolina--Columbia,South Carolina,2006.0,,,,,41.0,,,,3.0,2004,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1110510.0,75999.0,20556.0,368096.0,2985.0,189595.0,4005924.0,,5872225.0,0.10300000000000001,,0.09,0.956,0.408,212992.0,22001.0,31394076.0,,,,,,,19319424.0,17468.0,6763158.0,,4298448.0,1990004.0,17076463.0,13501827.0,41927591.0,76961543.0,102220252.0,,,,Fall 2000,5373.0,7006.0,3602.0,4742.0,1493.0,1844.0,Fall 2000,2839.0,83.0,1273.0,37.0,520.0,620.0,530.0,630.0,22.0,27.0,20.0,28.0,20.0,26.0,University of South Carolina-Columbia,Columbia,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.10329496,3703.0,3734.0,1233.0,2501.0
1659,University of South Carolina--Columbia*,South Carolina,2007.0,63.0,29.0,23.0,,38.0,,,,2.9,2005,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1720266.0,40971.0,43910.0,144553.0,1075.0,274919.0,4275818.0,,6641705.0,0.10800000000000001,,0.102,0.94,0.223,206473.0,22370.0,12942970.0,,,,,,,21272723.0,19020.0,7445862.0,,4134702.0,1940417.0,15512258.0,14019679.0,39624363.0,58081580.0,58723834.0,,,,Fall 2000,5511.0,7512.0,3652.0,5160.0,1590.0,2087.0,Fall 2000,3057.0,82.0,666.0,18.0,520.0,630.0,540.0,640.0,22.0,27.0,21.0,28.0,20.0,26.0,University of South Carolina-Columbia,Columbia,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.10834347,3663.0,3697.0,1414.0,2283.0
1660,U. of S.C.--Columbia*,South Carolina,2008.0,59.0,29.0,22.0,,38.0,,,,2.9,2006,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1941709.0,36399.0,16853.0,259634.0,1075.0,316855.0,4977440.0,,7771974.0,0.149,,0.135,0.972,0.342,206549.0,30796.0,17906411.0,14672.0,20529265.0,,,14672.0,20529265.0,13429833.0,20106.0,5004614.0,,3974200.0,2642767.0,11234200.0,15604517.0,35949729.0,52352163.0,53629259.0,,,,Fall 2000,5891.0,8055.0,3624.0,5158.0,1562.0,2084.0,Fall 2000,3025.0,82.0,1503.0,41.0,520.0,620.0,540.0,640.0,23.0,28.0,23.0,30.0,22.0,27.0,University of South Carolina-Columbia,Columbia,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.14909779,3666.0,3719.0,1585.0,2134.0
1661,Univ. of S.C.--Columbia*,South Carolina,2009.0,58.0,30.0,20.0,,38.0,,,,2.9,2007,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",2767268.0,57488.0,34213.0,106397.0,1075.0,6675157.0,1323764.0,,11180044.0,0.11599999999999999,,0.11199999999999999,0.9359999999999999,0.248,214524.0,24967.0,20994531.0,13316.0,15963695.0,650.0,4625693.0,13966.0,20589388.0,22975040.0,21089.0,22978133.0,201500.0,13972810.0,311020.0,10918904.0,2472101.0,47352768.0,84560298.0,86009642.0,,,,Fall 2000,6356.0,8638.0,3705.0,5203.0,1610.0,2173.0,Fall 2000,2871.0,75.0,1740.0,46.0,530.0,630.0,550.0,650.0,23.0,28.0,22.0,29.0,22.0,27.0,University of South Carolina-Columbia,Columbia,SC,South Carolina,Public,4 or more years (Baccalaureate or higher degree),,,,0.11638325,3809.0,3859.0,1640.0,2219.0
1662,,South Carolina,,,,,,,,,,,2008,161.0,218663.0,"Univ. of South Carolina, Columbia (Columbia, SC)",1544280.0,34560.0,12665.0,1164073.0,2600.0,5602459.0,3840727.0,,12413323.0,0.114,,0.109,0.914,0.28,216174.0,24552.0,21266009.0,13671.0,19230714.0,,,13671.0,19230714.0,27884494.0,19733.0,11061975.0,327900.0,9185461.0,1043908.0,23306617.0,8030617.0,56571877.0,75829338.0,76133644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113575175,,,,
1663,U. of South Florida,South Florida,1990.0,59.0,,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
1664,U. of South Florida,South Florida,1991.0,54.0,,,,,,900-1140,,,1989,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,South Florida,,,,,,,,,,,1990,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
1666,U. of South Florida,South Florida,1993.0,77.0,27.0,5.0,,,,920-1150,,,1991,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,0.7448979591836735,,98000.0,5000.0,585276.0,,,,,,,3485401.0,,571675.0,,,,,,,,18520728.0,,3485401.0,571675.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,0.05102041,,2228.0,417.0,1811.0
1667,University of South Florida,South Florida,1994.0,62.0,29.0,7.0,,,168.0,,1045,,1992,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
1668,,South Florida,,,,,,,,,,,1994,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,1.0,,96593.0,8226.0,691000.0,,,,,,,3203000.0,,2304000.0,,,,,,,,17738000.0,,3203000.0,2304000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),7.0,4.0,7.0,0.08516145,,,,
1669,Univ of S Florida,South Florida,1997.0,67.0,24.0,11.0,,,,,,,1995,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,0.5551443375277573,,108080.0,9887.0,640000.0,,,,,,,12301000.0,,401000.0,,,,,,,,29714000.0,,12301000.0,401000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),8.0,4.0,8.0,0.091478534,,2579.0,423.0,2156.0
1670,Univ of South Florida,South Florida,1998.0,66.0,25.0,11.0,,,,960-1200,,2.5,1996,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,0.6337403354598843,,94676.0,9998.0,802000.0,,,,,,,8993000.0,,1541000.0,,,,,,,,30226000.0,,8993000.0,1541000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),8.0,4.0,8.0,0.105602264,,,,
1671,Univ of South Florida,South Florida,1999.0,68.0,28.0,10.0,,,,,,2.5,1997,204.0,137351.0,"University of South Florida (Tampa, FL)",,,,,,,,,,,,,0.6656737033924396,,120179.0,6657.0,936000.0,,,,,,,3173000.0,,3757000.0,,,,,,,,29915000.0,,3173000.0,3757000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),9.0,5.0,9.0,0.055392373,,3006.0,2631.0,375.0
1672,University of South Florida,South Florida,2000.0,72.0,27.0,9.0,,,,970-1180,,,1998,204.0,137351.0,"University of South Florida (Tampa, FL)",74185.0,,5333.0,22300.0,21092.0,147632.0,440625.0,258767.0,1174540.0,0.053,0.048,0.052000000000000005,0.628,,156627.0,8338.0,1311330.0,2881.0,1481310.0,170.0,,3051.0,,4477060.0,14237.0,4669300.0,17139.0,2797570.0,522827.0,3450210.0,1447300.0,10728700.0,,19694400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053234756,,,,
1673,U. of South Florida,South Florida,2001.0,58.0,22.0,6.0,,,,,,2.6,1999,204.0,137351.0,"University of South Florida (Tampa, FL)",366876.0,,7460.0,9332.0,15721.0,141483.0,550207.0,9225.0,1304050.0,0.057999999999999996,0.062,0.057,0.519,,159902.0,9217.0,3922680.0,2748.0,2638660.0,46.0,,2794.0,,7335680.0,,13059700.0,195460.0,1444550.0,1218510.0,5202490.0,2638660.0,11568600.0,,40809400.0,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),10.0,5.0,9.0,0.057641555,0.0,3736.0,537.0,3199.0
1674,U. of South Florida,South Florida,2002.0,67.0,21.0,6.0,,,,,,2.6,2000,204.0,137351.0,"University of South Florida (Tampa, FL)",81767.0,,2696.0,15324.0,13077.0,126122.0,322587.0,296367.0,1095061.0,0.055,0.054000000000000006,0.054000000000000006,0.617,,167537.0,9272.0,1480125.0,2526.0,1778010.0,27.0,,,,3813144.0,,4199103.0,34937.0,3042946.0,814337.0,3361947.0,1691684.0,12080418.0,,37038832.0,,,,Fall 2001,5209.0,7194.0,3353.0,4941.0,1443.0,1944.0,Fall 2001,3590.0,89.0,2352.0,58.0,470.0,570.0,470.0,580.0,19.0,24.0,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),11.0,5.0,9.0,0.055343,,4281.0,509.0,3772.0
1675,U. of South Florida,South Florida,2003.0,62.0,20.0,6.0,,,,,,2.6,2001,204.0,137351.0,"University of South Florida (Tampa, FL)",78237.0,,5895.0,12364.0,185169.0,84904.0,472930.0,260776.0,1329923.0,0.059000000000000004,0.055,0.054000000000000006,0.4,,166346.0,9775.0,4199264.0,4783.0,1484218.0,10.0,,,,10202144.0,13499.0,3693561.0,162825.0,2288101.0,385659.0,4201275.0,1584408.0,13060378.0,,40818913.0,,,,Fall 2001,5535.0,8000.0,3320.0,5094.0,1443.0,2094.0,Fall 2001,3729.0,91.0,2353.0,58.0,470.0,570.0,480.0,580.0,20.0,24.0,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),11.0,5.0,10.0,0.05876306,4111.0,4346.0,541.0,3805.0
1676,U. of South Florida,South Florida,2004.0,62.0,21.0,5.0,,,,,,2.6,2002,204.0,137351.0,"University of South Florida (Tampa, FL)",61792.0,,1681.0,24995.0,478235.0,55377.0,543996.0,330230.0,1694604.0,0.057,0.052000000000000005,0.049,0.599,0.12,159526.0,9031.0,2100390.0,3013.0,2483176.0,14.0,90994.0,3027.0,2574170.0,4467589.0,17421.0,2120081.0,733230.0,2084506.0,511075.0,4328803.0,2320629.0,14006246.0,17505725.0,19501819.0,,,,Fall 2001,6465.0,9026.0,3916.0,5651.0,1778.0,2400.0,Fall 2001,4045.0,86.0,2501.0,53.0,490.0,590.0,490.0,600.0,20.0,25.0,,,,,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,0.05661146,4814.0,5051.0,548.0,4503.0
1677,U. of South Florida,South Florida,2005.0,51.0,24.0,5.0,,,,,,2.5,2003,204.0,137351.0,"University of South Florida (Tampa, FL)",76933.0,10000.0,45655.0,13412.0,655894.0,132043.0,626492.0,330083.0,2082364.0,0.06,0.052000000000000005,0.059000000000000004,0.5770000000000001,0.228,164152.0,9912.0,7756327.0,2990.0,1859029.0,21.0,2556559.0,3011.0,4415588.0,7691644.0,16619.0,1636495.0,42060.0,1468420.0,511397.0,6868839.0,1812608.0,15576640.0,34044392.0,41938940.0,,,,Fall 2001,7993.0,11418.0,4110.0,5807.0,1779.0,2377.0,Fall 2001,4198.0,86.0,2694.0,55.0,490.0,590.0,490.0,600.0,20.0,25.0,19.0,25.0,19.0,25.0,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,Florida,Public,4 or more years (Baccalaureate or higher degree),,,,0.06038306,4500.0,4720.0,527.0,4193.0
